3516;Fuvola
3518;Fülemile               
3535;Fülep József           
3533;Fürdő                  
3517;Fűrészmalom
3519;Fürj                   
3531;Füzes                  
3531;Gábor Áron             
3534;Gagarin                
3525;Galagonyás             
3532;Gálffy Ignác           
3528;Ganz Ábrahám           
3517;Garadna 
3517;Garadna
3528;Garam                  
3519;Garas Sámuel           
3508;Garbai Sándor          
3508;Gárdonyi Géza          
3508;Gátőr                  
3521;Gémeskert
3532;Gépész                 
3532;Gergely                
3519;Gerle                  
3530;Geró János             
3529;Gesztenyés             
3532;Géza                   
3516;Ginzery Sándor         
3534;Gitár
3530;Gizella                
3533;Glanzer Miksa          
3533;Gólyahír
3529;Gombos Pál             
3533;Gorkij                 
3533;Gózon Lajos            
3526;Gömöri                 
3529;Görgey Artúr           
3530;Görgey Artúr           
3508;Görgős                 
3532;Görögszőlő             
3519;Görömbölyi
3534;Gőz                    
3508;Gránátalma             
3526;Gubacska               
3519;Gubás                  
3528;Gutenberg              
3528;Gvadányi József        
3531;Gyár                   
3535;Gyertyán               
3527;Gyimesi                
3526;Gyóni Géza             
3528;Gyöngyösi István       
3529;Gyöngyvirág            
3531;Győri
3532;Győri
3530;Győri                  
3519;Győri                  
3532;Gyula                  
3530;Hadirokkantak          
3534;Hajdú                  
3533;Hajnal                 
3521;Hajnóczy József        
3524;Hajós Alfréd           
3508;Haladás                
3527;Halász                 
3534;Haller György          
3521;Halom                  
3533;Hamerák Mihály         
3517;Hámor
3521;Harang                 
3519;Harkály                
3533;Harmadik               
3527;Harmat                 
3516;Harsányi               
3535;Hársfa                 
3533;Hatodik                
3519;Hattyú                 
3526;Hatvanötösök           
3535;Havas                  
3518;Havasszépe
3534;Hegedű 
3535;Hegyalja               
3535;Hegyes                 
3508;Hejő                   
3533;Hengerész              
3532;Herceg hajtás
3518;Hérics                 
3532;Herman Ottó            
3527;Hernád                 
3526;Hét vezér
3533;Hetedik                
3508;Híd                    
3531;Hideg                  
3518;Hidegoldal
3508;Hock János             
3531;Hold                   
3528;Hollán Ernő            
3535;Holló                  
3535;Homok                  
3519;Homonnai               
3518;Honszerző              
3535;Honvéd                 
3516;Hordó                  
3525;Horváth Lajos          
