CODE;NUTS_3
ATD2980;MT001
ATD3000;MT001
ATD3010;MT001
ATD3011;MT001
ATD3012;MT001
ATD3013;MT001
ATD3014;MT001
ATD3015;MT001
ATD3016;MT001
ATD3017;MT001
ATD3021;MT001
ATD3022;MT001
ATD3023;MT001
ATD3024;MT001
ATD3030;MT001
ATD3032;MT001
ATD3034;MT001
ATD3036;MT001
ATD3038;MT001
ATD3060;MT001
ATD3062;MT001
ATD3063;MT001
ATD3080;MT001
ATD3090;MT001
ATD3100;MT001
ATD3102;MT001
ATD3104;MT001
ATD3110;MT001
ATD3111;MT001
ATD3117;MT001
ATD3120;MT001
ATD3121;MT001
ATD3122;MT001
ATD3123;MT001
ATD3124;MT001
ATD3132;MT001
ATD3134;MT001
ATD4000;MT001
ATD4854;MT001
ATD4890;MT001
ATD9012;MT001
ATD9013;MT001
ATD9014;MT001
ATD9015;MT001
ATD9020;MT001
ATD9021;MT001
ATD9022;MT001
ATD9023;MT001
ATD9024;MT001
ATD9025;MT001
ATD9027;MT001
ATD9028;MT001
ATD9029;MT001
ATD9032;MT001
ATD9033;MT001
ATD9034;MT001
ATD9036;MT001
ATD9037;MT001
ATD9038;MT001
ATD9039;MT001
ATD9040;MT001
ATD9041;MT001
ATD9042;MT001
ATD9043;MT001
ATD9044;MT001
ATD9045;MT001
ATD9050;MT001
ATD9051;MT001
ATD9052;MT001
ATD9053;MT001
ATD9055;MT001
ATD9056;MT001
ATD9081;MT001
ATD9090;MT001
BBG1010;MT001
BBG1012;MT001
BBG1013;MT001
BBG1014;MT001
BBG1015;MT001
BBG1016;MT001
BBG1017;MT001
BBG1021;MT001
BBG1023;MT001
BBG1031;MT001
BBG1033;MT001
BBG1040;MT001
BBG1041;MT001
BBG1042;MT001
BBG1043;MT001
BBG1050;MT001
BBG1051;MT001
BBG1052;MT001
BBG1053;MT001
BBG1054;MT001
BBG1055;MT001
BBG1057;MT001
BBG1060;MT001
BBG1061;MT001
BBG1062;MT001
BBG1063;MT001
BBG1100;MT001
BBG1101;MT001
BBG1102;MT001
BBG1103;MT001
BBG1111;MT001
BBG1112;MT001
BBG1120;MT001
BBG1121;MT001
BBG1130;MT001
BBG1131;MT001
BBG1132;MT001
BBG1133;MT001
BBG1134;MT001
BBG1135;MT001
BBG1141;MT001
BBG1142;MT001
BBG1143;MT001
BBG1144;MT001
BBG1145;MT001
BBG1146;MT001
BBG1147;MT001
BBG1151;MT001
BBG1161;MT001
BBG1162;MT001
BBG1163;MT001
BBG1170;MT001
BBG1180;MT001
BBG1190;MT001
BBG1191;MT001
BBG1200;MT001
BBG1201;MT001
BBG1202;MT001
BBG1203;MT001
BBG1204;MT001
BBG1205;MT001
BBG1207;MT001
BBG1211;MT001
BBG1213;MT001
BBG1215;MT001
BBG1220;MT001
BBG1221;MT001
BBG1222;MT001
BBG1223;MT001
BBG1230;MT001
BBG1231;MT001
BBG1232;MT001
BBG1233;MT001
BBG1234;MT001
BBG1235;MT001
BBG1240;MT001
BBG1242;MT001
BBG1243;MT001
BBG1244;MT001
BBG1245;MT001
BBG1246;MT001
BBG1247;MT001
BBG1250;MT001
BBG1251;MT001
BBG1252;MT001
BBG1253;MT001
BBG1254;MT001
BBG1255;MT001
BBG1260;MT001
BBG1261;MT001
BBG1262;MT001
BBG1263;MT001
BBG1270;MT001
BBG1271;MT001
BBG1272;MT001
BBG1273;MT001
BBG1281;MT001
BBG1282;MT001
BBG1283;MT001
BBG1302;MT001
BBG1303;MT001
BBG1304;MT001
BBG1308;MT001
BBG1309;MT001
BBG1310;MT001
BBG1312;MT001
BBG1330;MT001
BBG1334;MT001
BBG1335;MT001
BBG1402;MT001
BBG1404;MT001
BBG1501;MT001
BBG1502;MT001
BBG1503;MT001
BBG1504;MT001
BBG1505;MT001
BBG1506;MT001
BBG1507;MT001
BBG1508;MT001
BBG1509;MT001
BBG1510;MT001
BBG1511;MT001
BBG1512;MT001
BBG1513;MT001
BBG1520;MT001
BBG1521;MT001
BBG1522;MT001
BBG1523;MT001
BBG1524;MT001
BBG1525;MT001
BBG1527;MT001
BBG1530;MT001
BBG1532;MT001
BBG1543;MT001
BBG1600;MT001
BBG1601;MT001
BBG1602;MT001
BBG1603;MT001
BBG1604;MT001
BBG1606;MT001
BBG1607;MT001
BBG1612;MT001
BBG1631;MT001
BBG1632;MT001
BBG1633;MT001
BBG1640;MT001
BBG1641;MT001
BBG1642;MT001
BBG1643;MT001
BBG1650;MT001
BBG1651;MT001
BBG1660;MT001
BBG1661;MT001
BBG1662;MT001
BBG1664;MT001
BBG1665;MT001
BBG1667;MT001
